Year_Month,Year,Month,Site,Type,Easting,Northing,Longitude,Latitude,NO2_NA_no,NO2,PM10_NA_no,PM10,PM25_NA_no,PM25,NO2_modelled,PM10_modelled,PM25_modelled,Hurs,Psl,Rainfall,SfcWind,Sun,Tas,NDVI,UR,Temp_Trend,logNO2,logPM10,logPM25,Split1,Split2,Split3,Split4,Split5,Split6,Split7,Split8,Split9,Split10
2016-01,2016,1,Dumfries,Roadside,297019.53,576254.03,-3.61423305678649,55.0700330046572,0,33.2677419354839,31,,31,,11.57991,9.023594,5.621769,89.3243763536415,1002.63239165013,297.282705342674,3.58699748139458,24.1930420384519,5.01327729835826,0.6060138,Rural Areas,1,3.50458821683688,,,,,,,,,,,,
2016-01,2016,1,Dundee Broughty Ferry Road,Industrial,341970.73,730976.51,-2.94342292757206,56.4673320063579,8,28.5608695652174,3,12.275,31,,11.93455,9.713922,5.633138,87.6622782550773,1001.94546692975,155.249537281506,4.74400717467137,26.1776722792133,4.54269779463559,0.20891886,Rural Areas,1,3.35203758396928,2.50756467368058,,test,train9,train1,train2,train2,train7,train8,train2,train7,train10
2016-01,2016,1,Dundee Lochee Road,Kerbside,338859.24,730774.79,-2.99386703149054,56.4651259986957,0,49.6935483870968,0,20.1225806451613,31,,11.9917,9.910512,5.906315,87.7654767135626,1001.9382312006,187.754244678997,5.18819151390184,24.3140067661064,4.02477619184653,0.22149992,Rural Areas,1,3.90587511355158,3.00184259968856,,train6,train4,train4,train9,train6,test,train4,train9,train6,train5
2016-01,2016,1,Dundee Mains Loan,Rest,340970.55,731892.31,-2.95986102093486,56.4754339666039,0,16.6709677419355,0,10.3935483870968,31,,14.51074,10.19106,6.031661,87.6617886738633,1001.94054249237,175.1016459264,5.3187812081048,25.2520025785594,4.17623325473778,0.26281698,Rural Areas,1,2.81366874798325,2.34118526625773,,train10,train2,train3,train10,test,train8,train5,train8,train8,train10
2016-01,2016,1,Dundee Meadowside,Roadside,340243.04,730658.37,-2.97138605000979,56.4642579947678,0,36.2225806451613,0,15.1709677419355,31,,18.79951,10.57289,6.049148,87.6705362007706,1001.94275507024,161.678808724526,4.72779868817675,25.4284378302814,4.466938233375,0.1689277,Rural Areas,1,3.58968269909335,2.71938358446586,,train5,test,test,train5,test,test,train6,train1,test,train7
2016-01,2016,1,Dundee Seagate,Kerbside,340486.33,730446.2,-2.96738991050851,56.4623829636092,0,49.5935483870968,0,17.2129032258065,31,,18.79951,10.57289,6.049148,87.6705362007706,1001.94275507024,161.678808724526,4.72779868817675,25.4284378302814,4.466938233375,0.080141435,Rural Areas,1,3.90386075242989,2.84565929011627,,test,test,train4,test,train3,train6,train3,train3,train4,train8
2016-01,2016,1,Dundee Union Street,Roadside,340234.85,730091.73,-2.97138896543539,56.4591669921688,26,10.42,31,,31,,18.79951,10.57289,6.049148,87.6705362007706,1001.94275507024,161.678808724526,4.72779868817675,25.4284378302814,4.466938233375,0.074757315,Rural Areas,1,2.34372703632522,,,,,,,,,,,,
2016-01,2016,1,Dundee Whitehall Street,Roadside,340277.72,730154.91,-2.97070792197224,56.4597399618023,0,39.6322580645161,31,,31,,18.79951,10.57289,6.049148,87.6705362007706,1001.94275507024,161.678808724526,4.72779868817675,25.4284378302814,4.466938233375,0.080141435,Rural Areas,1,3.67964338424468,,,train8,train4,train10,train2,train10,train8,train9,test,train2,train3
2016-01,2016,1,E Ayrshire Kilmarnock St Marnock St,Roadside,242742,637705,-4.49799176847724,55.6074652883796,4,28.8925925925926,7,11.9041666666667,31,,13.07946,9.542433,5.984146,86.7663512121309,1001.67957854081,168.210696642434,4.14302980292748,15.1145716820564,5.14458230918587,0.44860732,Other Urban Areas,1,3.36358525058994,2.47688847888878,,test,train7,train1,train7,train5,test,train6,test,test,train7
2016-01,2016,1,East Dunbartonshire Bearsden,Roadside,254271.48,672072.75,-4.33350501449626,55.9195960151663,0,52.2645161290323,0,10.8870967741935,31,,13.19853,9.554876,5.979587,89.489958015554,1001.83030874797,180.976303353568,4.83455390151687,26.0381506159757,4.35273379665313,0.5177276,Rural Areas,1,3.95631767291125,2.38757830582744,,test,test,test,train8,train9,train10,test,train2,train7,train4
2016-01,2016,1,East Dunbartonshire Bishopbriggs,Roadside,260995.7,670132.48,-4.22500004554194,55.9041669832236,0,36.6290322580645,0,12.6709677419355,31,,14.47907,9.95733,6.20464,89.1998719185089,1001.918155174,164.273916642105,4.70978560657975,23.5074510474805,4.20216086716506,0.47782416,Rural Areas,1,3.60084115706047,2.53931337199516,,train1,train6,train6,test,train2,train8,train9,test,train1,test
2016-01,2016,1,East Dunbartonshire Kirkintilloch,Roadside,265683.75,673520.86,-4.15175892828818,55.9359209886353,0,33.6903225806452,0,11.9741935483871,31,,13.29463,9.749344,5.927018,89.5059572114113,1001.91575049085,160.436801142893,4.48439090873165,22.4694025289419,4.06034810927687,0.40728208,Rural Areas,1,3.51721063233983,2.4827537964269,,train8,train10,train3,train6,train7,test,train5,test,train8,train2
2016-01,2016,1,East Dunbartonshire Milngavie,Roadside,255325.27,674115.52,-4.31775300828373,55.9382530136737,0,27.0483870967742,0,11.5161290322581,31,,11.8361,9.162085,5.715908,89.9800476792461,1001.82205512719,185.313961841844,4.39459676260503,26.6670767171676,4.36470523787158,0.47837172,Rural Areas,1,3.29762737677812,2.44374857729449,,train4,train1,train1,train1,train1,train5,train2,test,test,train8
2016-01,2016,1,East Lothian Musselburgh N High St,Roadside,333941,672836,-3.05922279851912,55.9440075977609,0,29.2935483870968,4,10.9259259259259,31,,15.34216,11.44618,6.71564,88.0523680425379,1002.03239706578,93.2743470132382,5.54848091550704,30.1325892709631,5.06465514349761,0.35823964,Large Urban Areas,1,3.37736730021064,2.39113849033549,,,,,,,,,,,
2016-01,2016,1,Edinburgh Currie,Rest,317575.4,667874.3,-3.3196603528262,55.8969086499682,3,12.6678571428571,0,8.77741935483871,31,,10.74471,10.57791,6.132316,87.7450725453306,1001.92726258688,157.998894899421,4.82591914549577,29.080905571302,3.8707989261979,0.44644896,Large Urban Areas,1,2.53906785160437,2.17218244130405,,train9,train6,train2,train3,train3,train7,train9,train4,train1,train5
2016-01,2016,1,Edinburgh Glasgow Road,Roadside,313101,672651,-3.39272713628103,55.9390260963588,0,34.4612903225806,0,12.1193548387097,31,,20.34748,11.68402,6.429578,87.1773836911844,1001.878970893,145.704653117452,4.34606415808952,30.5131125989209,4.40673888466617,0.4972868,Rural Areas,1,3.5398366744667,2.49480374809478,,train8,train6,test,train4,train8,train7,test,train2,test,train1
2016-01,2016,1,Edinburgh Gorgie Road,Roadside,323121,672314,-3.23226701627515,55.9377076908382,1,43.76,31,,31,,22.76692,12.34375,7.023488,85.789044852568,1001.94350599454,126.846432574723,5.53304448948714,30.0504616644652,4.97240672816542,0.06847025,Large Urban Areas,1,3.77872015811373,,,,,,,,,,,,
2016-01,2016,1,Edinburgh Nicolson Street,Roadside,326150,673046,-3.18399083215526,55.9447585532934,31,,31,,31,,22.07976,11.02488,6.58188,86.019740962021,1001.96442065991,119.898917975748,6.09692825654643,30.3158486173371,5.01120901480534,0.35574548,Large Urban Areas,1,,,,train9,train10,train8,train5,train1,train7,train1,train5,train3,train7
2016-01,2016,1,Edinburgh Queen Street,Roadside,324825.48,674079.54,-3.20548102803255,55.9538370000882,1,32.9466666666667,2,11.0275862068966,31,,21.32914,11.30533,6.816098,85.889104787034,1001.94272040345,122.012538901828,5.99743051915126,30.5654400738161,4.9379301014979,0.16110267,Rural Areas,1,3.4948900924523,2.40039997041338,,,,,,,,,,,
2016-01,2016,1,Edinburgh Queensferry Road,Roadside,318734.92,674931.5,-3.30324992800983,55.9604969743127,0,48.7838709677419,0,15.5838709677419,31,,15.46728,11.37644,6.640375,86.3981352480593,1001.89940144733,132.369948331541,5.42720433968339,30.749813060426,4.6937121142907,0.62613112,Rural Areas,1,3.88739974527155,2.74623646707521,,train6,train9,train6,train5,test,test,train1,train4,train9,train9
2016-01,2016,1,Edinburgh Salamander St,Roadside,327613.24,676342.55,-3.16145503502819,55.9745939871526,0,28.9935483870968,0,12.9096774193548,31,,16.93968,11.93011,6.629832,86.6497825883389,1001.96153780045,107.821530715472,6.79698760437045,31.0925199548469,5.20566782257641,0.247544,Rural Areas,1,3.36707333582603,2.55797721766449,,train7,test,train8,train10,train6,train7,test,test,train5,train1
2016-01,2016,1,Edinburgh St John's Road,Kerbside,320079.88,672902.79,-3.28111091943427,55.9425000011324,0,55.3838709677419,31,,31,,17.72256,11.24137,6.725598,86.0892000519224,1001.9197070604,126.6184948076,5.07228880349061,30.1087778236705,4.75139385352873,0.31348282,Rural Areas,1,4.01428841359802,,,train2,train8,train3,test,train2,train1,train4,train6,test,train5
2016-01,2016,1,Edinburgh St Leonards,Rest,326264.3,673136.49,-3.18218598042803,55.9455889818648,31,,4,10.1111111111111,5,6.53076923076923,22.07976,11.02488,6.58188,86.019740962021,1001.96442065991,119.898917975748,6.09692825654643,30.3158486173371,5.01120901480534,0.35574548,Rural Areas,1,,2.31363492918063,1.87652473585576,train10,train5,train1,train6,test,train1,train4,train7,train3,train2
2016-01,2016,1,Edinburgh Tower Street,Roadside,327459.8,676530.8,-3.16396387872019,55.9762618204437,31,,31,,31,,16.93968,11.93011,6.629832,86.6497825883389,1001.96153780045,107.821530715472,6.79698760437045,31.0925199548469,5.20566782257641,0.247544,Rural Areas,1,,,,train4,train5,train5,train3,train4,test,train6,train3,train10,train3
2016-01,2016,1,Eskdalemuir,Rest,323550.97,603021.74,-3.20611097134805,55.3153099678601,0,3.55806451612903,31,,31,,2.191195,7.922523,5.111669,91.7523577340149,1003.12677563663,362.030217419223,4.33355976245634,17.6277775555852,3.08717140495033,0.73093976,Rural Areas,1,1.26921672177431,,,,,,,,,,,,
2016-01,2016,1,Falkirk Banknock,Roadside,277247,679027,-3.96928907249427,55.9884560588159,31,,0,9.54516129032258,0,6.00645161290323,9.536539,9.244809,5.47563,89.1887044247926,1001.91128053762,203.807227252671,4.69079636229854,20.5006410638024,3.52743820855729,0.65774668,Rural Areas,1,,2.25603435492102,1.79283416035782,train10,train6,train5,test,train1,train8,train1,train6,test,train6
2016-01,2016,1,Falkirk Graham's Road,Roadside,288822,680241,-3.78435258601477,56.0021815656766,31,,4,11.9185185185185,31,,15.57374,10.4761,6.359032,88.2881702328427,1001.91525543228,181.820928157947,4.64888265483112,20.1152525475276,4.47975308904768,0.52327612,Rural Areas,1,,2.47809336855395,,,,,,,,,,,
2016-01,2016,1,Falkirk Grangemouth MC,Rest,292818.05,682006.92,-3.72101303054837,56.0189509529239,10,32.9619047619048,4,12.1481481481481,31,,11.36934,10.3494,5.952175,87.8814000784601,1001.89977646472,166.91976823966,4.83879919010091,19.6507037672893,4.8409763965539,0.38005268,Rural Areas,1,3.49535249347782,2.49717674237981,,test,train3,train1,test,test,train3,test,train3,train3,train2
2016-01,2016,1,Falkirk Grangemouth Zetland Park,Industrial,292969,681106,-3.71823332371666,56.0108938979213,31,,31,,31,,13.75479,10.41857,6.110483,87.7987795448535,1001.89640302819,168.631686074248,4.86378025545009,20.0345792060432,4.82851167478865,0.61424688,Rural Areas,1,,,,,,,,,,,,,
2016-01,2016,1,Falkirk Haggs,Roadside,278977,679271,-3.94168536320829,55.9910867667485,0,37.4903225806452,0,13.058064516129,31,,14.65693,11.06707,6.076895,89.133144135758,1001.91359885273,209.153533271675,4.55081774070207,20.4768923688356,3.63184781765168,0.7415616,Other Urban Areas,1,3.62408283515586,2.56940591348811,,train3,test,train7,train6,train1,train1,train4,train9,train6,train4
2016-01,2016,1,Falkirk Hope St,Roadside,288688.39,680219.33,-3.78648491012817,56.0019559499129,0,25.4258064516129,31,,31,,15.57374,10.4761,6.359032,88.2881702328427,1001.91525543228,181.820928157947,4.64888265483112,20.1152525475276,4.47975308904768,0.52327612,Rural Areas,1,3.23576466027576,,,,,,,,,,,,
2016-01,2016,1,Falkirk Main St Bainsford,Roadside,288563.7,681516.1,-3.7890215283062,56.0135723366774,17,28.6785714285714,17,12.2785714285714,31,,14.38369,10.53836,6.426398,88.3248630593388,1001.91652456365,180.509733604609,4.62750597995844,19.8729064209527,4.48529855774511,0.54983444,Other Urban Areas,1,3.35615020377156,2.50785558277355,,,,,,,,,,,
2016-01,2016,1,Falkirk West Bridge Street,Roadside,288457,680064,-3.79012875089431,56.00050724594,0,46.3967741935484,0,13.8290322580645,31,,15.57374,10.4761,6.359032,88.2881702328427,1001.91525543228,181.820928157947,4.64888265483112,20.1152525475276,4.47975308904768,0.52327612,Other Urban Areas,1,3.8372299351247,2.62677016911879,,train7,train9,test,test,train3,train3,test,train1,train8,train6
2016-01,2016,1,Fife Cupar,Roadside,337369.34,714578.52,-3.01416702916404,56.3194440064995,0,32.8064516129032,4,15.9333333333333,31,,7.778882,10.49256,6.004348,89.4295724629984,1002.0129467449,161.321334845293,4.15342624078921,27.1162446305724,3.9160393762569,0.36398896,Rural Areas,1,3.49062519156341,2.7684133508293,,train2,train7,train9,train8,train5,train9,train5,train2,train7,train6
2016-01,2016,1,Fife Dunfermline,Roadside,309924.49,687724.72,-3.44862005238705,56.0738300296005,0,26.8870967741936,0,13.9967741935484,31,,13.12197,10.66972,6.090469,87.705293465623,1001.87693121392,166.870371982417,6.17767962107118,17.5404534498602,4.12781253203871,0.91831904,Rural Areas,1,3.2916464977057,2.63882688831916,,train7,test,train10,train8,train4,train3,test,train8,train5,test
2016-01,2016,1,Fife Kirkcaldy,Roadside,329143.57,692986.35,-3.14134700927442,56.1243309611715,0,20.6129032258065,0,12.2612903225806,31,,9.710244,8.896281,5.402284,88.2488537093894,1001.98978365362,136.184028023275,6.67494929782791,25.7124701473903,4.71459478988091,0.25535228,Rural Areas,1,3.02591724989239,2.50644717151006,,train1,train7,train4,train4,train8,train1,train7,train8,test,train8
2016-01,2016,1,Fife Rosyth,Roadside,311770.51,683501.59,-3.41758206494019,56.0362429643059,7,37.2791666666667,0,10.1548387096774,0,6.27096774193548,15.33473,11.20072,6.564666,87.217560947974,1001.85854029329,125.859205756012,5.79627183244423,25.3187962009216,4.66083100440123,0.48894388,Rural Areas,1,3.61843463620561,2.3179503120581,1.83593068754119,train1,train8,train8,train7,train5,test,test,train9,train2,train3
2016-01,2016,1,Fort William,Rest,210849.73,774418.72,-5.10110194584552,56.8226599800725,0,17.0193548387097,31,,31,,3.747717,7.393681,4.461241,83.5469754021429,1001.71858829572,334.286947412689,1.14052871112587,9.01168337505012,4.76842879395711,0.16038442,Rural Areas,1,2.83435121635801,,,,,,,,,,,,
2016-01,2016,1,Glasgow Abercromby Street,Roadside,260421.31,664179.65,-4.2311110483339,55.8505560124129,31,,0,11.8806451612903,31,,21.73979,10.89931,6.509803,87.5814804956625,1001.96936105919,180.955138378698,3.93350188251495,23.1588508123094,5.33969880444859,0.42594936,Rural Areas,1,,2.47491061896587,,,,,,,,,,,
2016-01,2016,1,Glasgow Anderston,Rest,257940.81,665497.95,-4.27138899363598,55.8616669911277,22,13.7888888888889,27,14.475,31,,28.29642,12.54195,6.908516,87.7935254039358,1001.93637321063,158.297739321261,4.26260813292632,23.8186895605287,5.5163967835685,0.19244136,Rural Areas,1,2.62386311487434,2.67242302345906,,train2,train3,train10,test,train5,train6,train3,train7,train9,train5
2016-01,2016,1,Glasgow Broomhill,Roadside,255030.58,667194.37,-4.31875395176259,55.8760300088875,31,,0,12.5322580645161,31,,17.80051,10.13996,6.232283,88.0569673363677,1001.89219037044,158.499550424183,4.47842976929954,24.1269260064593,4.98686835101128,0.3430306,Rural Areas,1,,2.52830596532256,,train5,train10,train8,train6,test,train4,test,train7,test,train9
2016-01,2016,1,Glasgow Burgher St,Roadside,262549.48,664168.91,-4.19713991159303,55.8510710231539,0,39.3806451612903,5,16.4423076923077,31,,17.21428,10.19723,6.201643,87.6256814736852,1001.97969354444,175.725466500472,3.88774295294368,22.6616996892837,5.03567721454097,0.4157532,Rural Areas,1,3.67327445604505,2.79985775035533,,,,,,,,,,,
2016-01,2016,1,Glasgow Byres Road,Roadside,256526.91,666936.95,-4.29472201485973,55.874167004235,0,48.7516129032258,0,10.1322580645161,31,,21.67176,10.25663,6.174359,87.9834710672242,1001.91686311201,160.765466662438,4.34863167249035,24.0634516061644,5.2594162726232,0.30483074,Rural Areas,1,3.88673828209093,2.31572420205946,,test,train3,train9,train8,train9,train10,train7,train1,train4,train3
2016-01,2016,1,Glasgow Dumbarton Road,Roadside,255030,666608,-4.31844934954589,55.8707656973023,0,53.7677419354839,0,14.3064516129032,31,,22.02779,10.69954,6.379338,88.0187597946905,1001.90061592395,164.62850494636,4.26001401943335,24.2404064700963,5.12603370296921,0.36103076,Large Urban Areas,1,3.98467369506315,2.66071059726449,,train6,train3,train9,train3,train2,train1,train9,train5,test,train7
2016-01,2016,1,Glasgow Great Western Road,Roadside,258007,666651,-4.27093662535721,55.8720383630784,0,38.0161290322581,31,,31,,27.48459,12.29878,6.844817,87.8994918784922,1001.94017453814,161.006389235163,4.33640312450756,23.6582280157598,5.39495276164806,0.52584532,Large Urban Areas,1,3.63801051789104,,,,,,,,,,,,
2016-01,2016,1,Glasgow High Street,Roadside,260014.1,665348.9,-4.23821368020907,55.8609355119728,12,37.9526315789474,0,12.1548387096774,0,8.75806451612903,27.48627,12.08232,6.826867,87.6794531970029,1001.96409252158,178.455200596126,4.34512192126523,23.0857497935779,5.16695264956453,0.25763374,Large Urban Areas,1,3.63633884475627,2.49772733821706,2.16997493488884,test,train2,test,train1,train9,train2,train2,train9,train6,train2
2016-01,2016,1,Glasgow Kerbside,Kerbside,258713.92,665194.51,-4.25888892204332,55.8591700098956,1,65.41,31,,31,,31.71115,11.73638,6.829536,87.7438304726123,1001.94717939181,157.015123357361,4.3924699005528,23.5575184493007,5.46950056888503,0.10626608,Rural Areas,1,4.18067515197312,,,train3,test,train4,train2,train10,train9,train2,train6,test,train1
2016-01,2016,1,Glasgow Nithsdale Road,Roadside,257886.88,662669.31,-4.27076794202456,55.8362560351265,31,,2,13.151724137931,31,,18.30284,10.08283,6.141131,87.8232611884941,1001.94699389058,158.995017631892,4.00820483700678,23.8679218213483,4.8545750689281,0.34386424,Rural Areas,1,,2.57655286317985,,train7,train9,test,train2,train6,train4,train1,train7,train1,train5
2016-01,2016,1,Glasgow Townhead,Rest,259692.6,665899.13,-4.24363094007994,55.8657819772459,0,31.9709677419355,5,10.4884615384615,5,6.81153846153846,25.42956,10.5857,6.348083,87.7295673916421,1001.95644125575,171.626184322404,4.30425480584678,23.3817372918164,5.40648283069404,0.25763374,Rural Areas,1,3.46482823292752,2.35027575183006,1.91861800676731,train5,train8,train7,train3,train6,train7,test,train5,train10,test
2016-01,2016,1,Glasgow Waulkmillglen Reservoir,Rest,252455.25,658157.36,-4.35496793220011,55.7941200352022,3,21.5892857142857,0,9.7,31,,9.787962,8.898339,5.479627,89.154024418218,1001.89438458378,222.208433475612,4.01362215738786,25.09301038169,4.45276547439115,0.57556108,Rural Areas,1,3.07219715987964,2.27212588550934,,train3,test,train4,train1,train4,test,test,test,train9,train7
2016-01,2016,1,Grangemouth,Industrial,293829.88,681020.65,-3.70439894426891,56.0103189492808,0,22.7193548387097,0,10.5612903225806,5,9.78076923076923,16.20508,10.28637,6.357592,87.8677502185441,1001.89400192262,168.322780924785,4.91822968524442,20.3049685642849,4.85271497851723,0.54183316,Rural Areas,1,3.12321719726622,2.35719546045189,2.28041813440659,train8,train4,train6,train1,train3,train6,train1,train1,test,train4
2016-01,2016,1,Grangemouth Moray,Rest,293436.55,681344.72,-3.71083292179935,56.0131419839741,0,24.2645161290323,31,,31,,16.20508,10.28637,6.357592,87.8677502185441,1001.89400192262,168.322780924785,4.91822968524442,20.3049685642849,4.85271497851723,0.54183316,Rural Areas,1,3.18901504155109,,,,,,,,,,,,
2016-01,2016,1,Inverclyde Greenock A8,Roadside,229331.5,675714.7,-4.7344209701025,55.9440786625526,0,34.3322580645161,0,12.8677419354839,31,,11.61316,8.545309,5.226347,86.3609329512641,1001.45180821342,232.38120901183,6.24955015493493,22.9957746376275,5.04708081256405,0.29859116,Other Urban Areas,1,3.53608538056185,2.55472355442622,,train7,train1,train10,test,train8,train10,train2,train5,train5,test
2016-01,2016,1,Inverness,Roadside,265708.85,845668.85,-4.24145100730059,57.4813079512944,0,32.8709677419355,31,,31,,6.714163,8.322395,4.987269,84.1467186228694,1000.98175908758,76.8692513912914,3.99424148756408,26.9962844097755,4.21272009845367,0.35144772,Rural Areas,1,3.49258982873758,,,train6,train1,train7,test,train8,train1,test,train2,train8,train9
2016-01,2016,1,Inverness Academy Street,Roadside,266653,845439,-4.22559191093509,57.4795236161403,31,,31,,31,,10.37614,8.294503,4.960936,84.1025214249659,1000.98115342376,75.9459996801456,3.9291984115229,26.9031479848422,4.2642681162786,0.26250624,Other Urban Areas,1,,,,,,,,,,,,,
2016-01,2016,1,Inverness Academy Street 1st Floor,Roadside,266653.2,845439.2,-4.22558868746403,57.4795254701237,31,,31,,31,,10.37614,8.294503,4.960936,84.1025214249659,1000.98115342376,75.9459996801456,3.9291984115229,26.9031479848422,4.2642681162786,0.26250624,Other Urban Areas,1,,,,,,,,,,,,,
2016-01,2016,1,Lerwick,Rest,445350.77,1139689.93,-1.18531891717235,60.139220025328,1,3.14666666666667,31,,31,,7.818168,6.285021,3.553609,83.4115734148862,1001.56640701179,187.109120545934,9.66644431851362,37.5263099601617,3.36088680452273,0.21050614,Rural Areas,1,1.1463436914893,,,,,,,,,,,,
2016-01,2016,1,N Lanarkshire Airdrie Kenilworth Dr,Roadside,277385.6,665831.3,-3.96107247838699,55.8700007574826,31,,31,,31,,14.48277,10.45659,6.307819,88.6224732295715,1001.96565100454,157.790284958506,5.49521502291398,20.4866967551798,3.63673247947837,0.37121144,Other Urban Areas,1,,,,,,,,,,,,,
2016-01,2016,1,N Lanarkshire Chapelhall,Roadside,278168.64,663115.23,-3.94734605029351,55.8458099782293,0,34.5,31,,31,,12.20694,10.72488,6.159377,88.6583433762121,1001.96917171579,158.850436248809,5.17902855300708,20.3453158523973,3.79116899887272,0.27896234,Rural Areas,1,3.54095932403731,,,test,train1,train8,train10,train7,train3,train6,test,train8,test
2016-01,2016,1,N Lanarkshire Coatbridge Sunnyside Rd,Roadside,273054,665234.7,-4.02996816586411,55.863521736224,31,,31,,31,,16.97923,10.09044,6.251932,88.4222739261901,1001.97382358097,143.194767178806,4.73326545540672,21.0331778205958,3.87424751658563,0.39727788,Other Urban Areas,1,,,,,,,,,,,,,
2016-01,2016,1,N Lanarkshire Coatbridge Whifflet,Rest,273674.95,663927.14,-4.01944394482992,55.8519439619715,31,,0,10.2225806451613,31,,17.69104,11.09413,6.609863,88.04649811376,1001.98030228524,153.081902421186,4.60745958784777,20.59939510455,3.9802309246898,0.34908336,Rural Areas,1,,2.32459906221173,,train1,train10,train1,train1,train10,train2,train3,train8,train2,train1
2016-01,2016,1,N Lanarkshire Croy,Roadside,272770.4,675740.3,-4.03944397619911,55.9577780374376,0,24.6225806451613,9,12.6409090909091,31,,11.95169,9.241319,5.591946,89.0256523788378,1001.91739071823,192.191189762312,4.67894257654336,20.1847815219238,3.75343461722133,0.59424276,Other Urban Areas,1,3.20366393431928,2.5369383078816,,train9,test,train3,train3,train4,train2,train4,train7,train10,test
